lot,start_year,start_week,start_day,assyin_entity_code,original_entity_code,package_type,cust_assy_lot,start_date,flowtype,order_type,cust_code,package_code,product_no,original_start_qty,bom_no,bom_rev,last_oper,assy_pack_type,automotive_flag,wafer_size,die_used,size_type,cancel_flag
MXBFRA191.2,2024,43,3,140,140,QFN,ACYH8A033D,10/22/2024 0:00,G-A,F,MXM,TQC800E800B056U,MAX96749ACGTN/V+,5250,MXMD426P,E,MXBFRA191.1,TRAY,Y,12,1,141.70X144.80,
MXBFRA191.3,2024,43,3,140,140,QFN,ACYH8A033D,10/22/2024 0:00,G-A,F,MXM,TQC800E800B056U,MAX96749ACGTN/V+,5250,MXMD426P,E,MXBFRA191.1,TRAY,Y,12,1,141.70X144.80,
MXBFRA191.4,2024,43,3,140,140,QFN,ACYH8A033D,10/22/2024 0:00,G-A,F,MXM,TQC800E800B056U,MAX96749ACGTN/V+,5250,MXMD426P,E,MXBFRA191.1,TRAY,Y,12,1,141.70X144.80,
MXBFRA191.6,2024,43,3,140,140,QFN,ACYH8A033D,10/22/2024 0:00,G-A,F,MXM,TQC800E800B056U,MAX96749ACGTN/V+,5250,MXMD426P,E,MXBFRA191.1,TRAY,Y,12,1,141.70X144.80,
MXBFRA191.5,2024,43,3,140,140,QFN,ACYH8A033D,10/22/2024 0:00,G-A,F,MXM,TQC800E800B056U,MAX96749ACGTN/V+,5250,MXMD426P,E,MXBFRA191.1,TRAY,Y,12,1,141.70X144.80,
MXBPRA197.1,2024,43,3,140,140,QFN,ACYH8A033C,10/22/2024 19:00,G-A,P,MXM,TQC800E800B056U,MAX96749ACGTN/V+,5250,MXMD426P,E,2024-MXB-11-G035,TRAY,Y,12,1,141.70X144.80,
MXBPRA197.2,2024,43,3,140,140,QFN,ACYH8A033C,10/22/2024 19:00,G-A,P,MXM,TQC800E800B056U,MAX96749ACGTN/V+,5250,MXMD426P,E,MXBPRA197.1,TRAY,Y,12,1,141.70X144.80,
MXBPRA197.3,2024,43,3,140,140,QFN,ACYH8A033C,10/22/2024 19:00,G-A,P,MXM,TQC800E800B056U,MAX96749ACGTN/V+,5250,MXMD426P,E,MXBPRA197.1,TRAY,Y,12,1,141.70X144.80,
MXBPRA197.4,2024,43,3,140,140,QFN,ACYH8A033C,10/22/2024 19:00,G-A,P,MXM,TQC800E800B056U,MAX96749ACGTN/V+,7204,MXMD426P,E,MXBPRA197.1,TRAY,Y,12,1,141.70X144.80,
MXBPRA254.1,2024,43,5,140,140,QFN,ACYH8A031B,10/24/2024 19:00,G-A,P,MXM,TQC800E800B056U,MAX96855ACGTN/V+,5250,MXMD426P,E,2024-MXB-10-G177,TRAY,Y,12,1,141.70X144.80,
MXBPRA254.5,2024,43,5,140,140,QFN,ACYH8A031B,10/24/2024 19:00,G-A,P,MXM,TQC800E800B056U,MAX96855ACGTN/V+,5250,MXMD426P,E,MXBPRA254.1,TRAY,Y,12,1,141.70X144.80,
MXBPRA254.7,2024,43,5,140,140,QFN,ACYH8A031B,10/24/2024 19:00,G-A,P,MXM,TQC800E800B056U,MAX96855ACGTN/V+,5134,MXMD426P,E,MXBPRA254.1,TRAY,Y,12,1,141.70X144.80,
MXBPRA254.6,2024,43,5,140,140,QFN,ACYH8A031B,10/24/2024 19:00,G-A,P,MXM,TQC800E800B056U,MAX96855ACGTN/V+,5250,MXMD426P,E,MXBPRA254.1,TRAY,Y,12,1,141.70X144.80,
MXBPRA254.4,2024,43,5,140,140,QFN,ACYH8A031B,10/24/2024 19:00,G-A,P,MXM,TQC800E800B056U,MAX96855ACGTN/V+,5250,MXMD426P,E,MXBPRA254.1,TRAY,Y,12,1,141.70X144.80,
MXBPRA254.2,2024,43,5,140,140,QFN,ACYH8A031B,10/24/2024 19:00,G-A,P,MXM,TQC800E800B056U,MAX96855ACGTN/V+,5250,MXMD426P,E,MXBPRA254.1,TRAY,Y,12,1,141.70X144.80,
MXBPRA254.3,2024,43,5,140,140,QFN,ACYH8A031B,10/24/2024 19:00,G-A,P,MXM,TQC800E800B056U,MAX96855ACGTN/V+,5250,MXMD426P,E,MXBPRA254.1,TRAY,Y,12,1,141.70X144.80,
MXCPR5397.1,2024,41,2,140,140,QFN,ADTK8A009O,10/7/2024 19:00,G-A,P,MXM,TQC800E800B056U,MAX96880BGTN/V+,5250,MXMD369P,B,2024-MXC-10-G062,TRAY,Y,12,1,109.8X100.3,
MXCPR5397.2,2024,41,2,140,140,QFN,ADTK8A009O,10/7/2024 19:00,G-A,P,MXM,TQC800E800B056U,MAX96880BGTN/V+,3929,MXMD369P,B,MXCPR5397.1,TRAY,Y,12,1,109.8X100.3,
NPKPR5465.1,2024,40,4,140,140,QFN,N244004O,10/2/2024 19:00,A-T-P,P,NP3,2D-145E100B006D,74LVC1G57GM,148805,NP30070P,A,2024-NPK-10-G039,CANISTER,Y,8,1,15.7 X 18.9,
NPKPR5466.1,2024,40,5,140,140,QFN,N244004P,10/3/2024 19:00,A-T-P,P,NP3,2D-145E100B006D,74LVC1G57GM,143027,NP30070P,A,2024-NPK-10-G044,CANISTER,Y,8,1,15.7 X 18.9,
NPKPR5467.1,2024,40,6,140,140,QFN,N244004Q,10/4/2024 19:00,A-T-P,P,NP3,2D-145E100B006D,74LVC1G57GM,148577,NP30070P,A,2024-NPK-10-G044,CANISTER,Y,8,1,15.7 X 18.9,
NPKPR5468.1,2024,40,7,140,140,QFN,N244004R,10/5/2024 19:00,A-T-P,P,NP3,2D-145E100B006D,74LVC1G57GM,148571,NP30070P,A,2024-NPK-10-G064,CANISTER,Y,8,1,15.7 X 18.9,
NPKPR5573.1,2024,41,4,140,140,QFN,N244103Y,10/9/2024 19:00,A-T-P,P,NP3,2D-145E100B006D,74LVC1G57GM,148279,NP30070P,A,2024-NPK-10-G075,CANISTER,Y,8,1,15.7 X 18.9,
NPKPR5574.1,2024,41,5,140,140,QFN,N244103Z,10/10/2024 19:00,A-T-P,P,NP3,2D-145E100B006D,74LVC1G57GM,148906,NP30070P,A,2024-NPK-10-G085,CANISTER,Y,8,1,15.7 X 18.9,
NPKPR5472.1,2024,40,6,140,140,QFN,N2440052,10/4/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4252CZ8-4-TTL,40300,NP30007P,C,2024-NPK-10-G052,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5472.2,2024,40,6,140,140,QFN,N2440053,10/4/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4252CZ8-4-TTL,33969,NP30007P,C,2024-NPK-10-G052,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5497.1,2024,42,6,140,140,QFN,N244200R,10/18/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4252CZ8-4-TTL,36276,NP30007P,C,2024-NPK-11-G026,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5866.1,2024,43,6,140,140,QFN,N244305F,10/25/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4252CZ8-4-TTL,40300,NP30007P,C,2024-NPK-11-G026,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5866.2,2024,43,6,140,140,QFN,N244305G,10/25/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4252CZ8-4-TTL,35058,NP30007P,C,2024-NPK-11-G026,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5469.1,2024,40,5,140,140,QFN,N244004T,10/3/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4254CZ8-4-TTL,40300,NP30035P,D,2024-NPK-10-G048,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5469.3,2024,40,5,140,140,QFN,N244004V,10/3/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4254CZ8-4-TTL,31396,NP30035P,D,2024-NPK-10-G080,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5469.2,2024,40,5,140,140,QFN,N244004U,10/3/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4254CZ8-4-TTL,40300,NP30035P,D,2024-NPK-10-G048,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5470.1,2024,40,5,140,140,QFN,N244004W,10/3/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4254CZ8-4-TTL,40300,NP30035P,D,2024-NPK-10-G048,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5470.3,2024,40,5,140,140,QFN,N244004Y,10/3/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4254CZ8-4-TTL,30783,NP30035P,D,2024-NPK-10-G057,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5470.2,2024,40,5,140,140,QFN,N244004X,10/3/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4254CZ8-4-TTL,40300,NP30035P,D,2024-NPK-10-G048,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5471.1,2024,40,5,140,140,QFN,N244004Z,10/3/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4254CZ8-4-TTL,40300,NP30035P,D,2024-NPK-10-G048,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5471.2,2024,40,5,140,140,QFN,N2440050,10/3/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4254CZ8-4-TTL,40300,NP30035P,D,2024-NPK-10-G048,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5471.3,2024,40,5,140,140,QFN,N2440051,10/3/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4254CZ8-4-TTL,31257,NP30035P,D,2024-NPK-10-G048,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5473.1,2024,40,6,140,140,QFN,N2440054,10/4/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4254CZ8-4-TTL,40300,NP30035P,D,2024-NPK-10-G057,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5473.3,2024,40,6,140,140,QFN,N2440056,10/4/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4254CZ8-4-TTL,31405,NP30035P,D,2024-NPK-10-G057,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5473.2,2024,40,6,140,140,QFN,N2440055,10/4/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4254CZ8-4-TTL,40300,NP30035P,D,2024-NPK-10-G057,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5474.1,2024,40,6,140,140,QFN,N2440057,10/4/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4254CZ8-4-TTL,40300,NP30035P,D,2024-NPK-10-G065,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5474.2,2024,40,6,140,140,QFN,N2440058,10/4/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4254CZ8-4-TTL,40300,NP30035P,D,2024-NPK-10-G065,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5474.3,2024,40,6,140,140,QFN,N2440059,10/4/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4254CZ8-4-TTL,31197,NP30035P,D,2024-NPK-10-G071,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5865.1,2024,43,5,140,140,QFN,N244305D,10/24/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4254CZ8-4-TTL,40300,NP30035P,D,2024-NPK-11-G025,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5865.2,2024,43,5,140,140,QFN,N244305E,10/24/2024 19:00,A-T-P,P,NP3,2D-170E135A008D,IP4254CZ8-4-TTL,34125,NP30035P,D,2024-NPK-11-G025,FILM FRAME,N,6,2,14.60 X 21.60,
NPKPR5754.1,2024,43,3,140,140,QFN,N244301K,10/22/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,IP4283CZ10-TBR,72860,NP30058P,A,2024-NPK-11-G009,FILM FRAME,N,8,1,20.8 X 28.3,
NPKPR5561.1,2024,41,3,140,140,QFN,N244103F,10/8/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,IP4294CZ10-TBR,101412,NP30059P,A,2024-NPK-10-G086,FILM FRAME,N,8,1,17.3 X 25.2,
NPKPR5562.1,2024,41,3,140,140,QFN,N244103G,10/8/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,IP4294CZ10-TBR,101412,NP30059P,A,2024-NPK-10-G086,FILM FRAME,N,8,1,17.3 X 25.2,
NPKPR5563.1,2024,41,3,140,140,QFN,N244103H,10/8/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,IP4294CZ10-TBR,101407,NP30059P,A,2024-NPK-10-G086,FILM FRAME,N,8,1,17.3 X 25.2,
NPKPR5884.1,2024,44,1,140,140,QFN,N244305X,10/27/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,IP4294CZ10-TBR,101391,NP30059P,B,2024-NPK-11-G028,FILM FRAME,N,8,1,17.3 X 25.2,
NPKPR5885.1,2024,44,1,140,140,QFN,N244305Z,10/27/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,IP4294CZ10-TBR,101397,NP30059P,B,2024-NPK-11-G021,FILM FRAME,N,8,1,17.3 X 25.2,
NPKPR5886.1,2024,44,1,140,140,QFN,N2443060,10/27/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,IP4294CZ10-TBR,101395,NP30059P,B,2024-NPK-11-G021,FILM FRAME,N,8,1,17.3 X 25.2,
NPKPR5887.1,2024,44,1,140,140,QFN,N2443062,10/27/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,IP4294CZ10-TBR,101376,NP30059P,B,2024-NPK-11-G028,FILM FRAME,N,8,1,17.3 X 25.2,
NPKPR5621.1,2024,41,6,140,140,QFN,N244106K,10/11/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57231,NP30115P,A,2024-NPK-10-G109,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5622.1,2024,41,6,140,140,QFN,N244106L,10/11/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57660,NP30115P,A,2024-NPK-10-G090,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5623.1,2024,41,6,140,140,QFN,N244106M,10/11/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57313,NP30115P,A,2024-NPK-10-G100,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5624.1,2024,41,6,140,140,QFN,N244106N,10/11/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,56821,NP30115P,A,2024-NPK-10-G107,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5625.1,2024,41,6,140,140,QFN,N244106O,10/11/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,61805,NP30115P,A,2024-NPK-10-G109,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5626.1,2024,41,6,140,140,QFN,N244106P,10/11/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57772,NP30115P,A,2024-NPK-10-G107,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5627.1,2024,41,6,140,140,QFN,N244106Q,10/11/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57379,NP30115P,A,2024-NPK-10-G107,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5628.1,2024,41,6,140,140,QFN,N244106R,10/11/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57253,NP30115P,A,2024-NPK-10-G109,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5629.1,2024,41,6,140,140,QFN,N244106S,10/11/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57865,NP30115P,A,2024-NPK-10-G112,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5630.1,2024,41,7,140,140,QFN,N244106T,10/12/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,55928,NP30115P,A,2024-NPK-11-G010,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5631.1,2024,41,7,140,140,QFN,N244106U,10/12/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,55627,NP30115P,A,2024-NPK-10-G107,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5632.1,2024,41,7,140,140,QFN,N244106V,10/12/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57502,NP30115P,A,2024-NPK-10-G109,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5633.1,2024,41,7,140,140,QFN,N244106W,10/12/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57529,NP30115P,A,2024-NPK-10-G112,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5634.1,2024,41,7,140,140,QFN,N244106X,10/12/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57065,NP30115P,A,2024-NPK-10-G116,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5635.1,2024,41,7,140,140,QFN,N244106Y,10/12/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,56877,NP30115P,A,2024-NPK-11-G016,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5636.1,2024,41,7,140,140,QFN,N244106Z,10/12/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57683,NP30115P,A,2024-NPK-10-G112,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5637.1,2024,41,7,140,140,QFN,N2441070,10/12/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57913,NP30115P,A,2024-NPK-11-G010,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5638.1,2024,41,7,140,140,QFN,N2441071,10/12/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57491,NP30115P,A,2024-NPK-11-G010,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5900.1,2024,43,6,140,140,QFN,N2443068,10/25/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57682,NP30115P,A,2024-NPK-11-G035,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5901.1,2024,43,7,140,140,QFN,N2443069,10/26/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57498,NP30115P,A,2024-NPK-11-G040,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5902.1,2024,44,1,140,140,QFN,N244306A,10/27/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57486,NP30115P,A,2024-NPK-11-G043,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5903.1,2024,44,2,140,140,QFN,N2444026,10/28/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57680,NP30115P,A,2024-NPK-11-G043,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5904.1,2024,44,3,140,140,QFN,N2444027,10/29/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,57632,NP30115P,A,2024-NPK-11-G043,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5905.1,2024,44,4,140,140,QFN,N2444028,10/30/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,62217,NP30115P,A,2024-NPK-11-G043,FILM FRAME,Y,8,1,20.80 X 28.30,
NPSER0001.1,2024,42,6,140,140,QFN,N244206G,10/18/2024 19:00,B-A-T-P,E,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,3600,NP30115P,A,1FTR25,FILM FRAME,Y,8,1,20.80 X 28.30,
NPSUR0002.1,2024,42,6,140,140,QFN,N244206H,10/18/2024 19:00,B-A-T-P,U,NP3,2D-250E100B010D,PESD1LVDS/DG/B2,3600,NP30115P,A,1FTR25,FILM FRAME,Y,8,1,20.80 X 28.30,
NPKPR5755.1,2024,43,3,140,140,QFN,N244301L,10/22/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126406,NP30023P,F,2024-NPK-11-G014,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5756.1,2024,43,3,140,140,QFN,N244301M,10/22/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126383,NP30023P,F,2024-NPK-11-G014,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5757.1,2024,43,3,140,140,QFN,N244301N,10/22/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126374,NP30023P,F,2024-NPK-11-G033,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5758.1,2024,43,3,140,140,QFN,N244301O,10/22/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126394,NP30023P,F,2024-NPK-11-G014,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5759.1,2024,43,4,140,140,QFN,N244301P,10/23/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126408,NP30023P,F,2024-NPK-11-G033,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5760.1,2024,43,4,140,140,QFN,N244301Q,10/23/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126402,NP30023P,F,2024-NPK-11-G033,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5761.1,2024,43,4,140,140,QFN,N244301R,10/23/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126398,NP30023P,F,2024-NPK-11-G033,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5762.1,2024,43,4,140,140,QFN,N244301S,10/23/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126404,NP30023P,F,2024-NPK-11-G033,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5763.1,2024,43,4,140,140,QFN,N244301T,10/23/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126414,NP30023P,F,2024-NPK-11-G033,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5871.1,2024,43,7,140,140,QFN,N244305J,10/26/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126402,NP30023P,F,2024-NPK-11-G024,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5872.1,2024,43,7,140,140,QFN,N244305K,10/26/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126400,NP30023P,F,2024-NPK-11-G024,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5873.1,2024,43,7,140,140,QFN,N244305L,10/26/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126406,NP30023P,F,2024-NPK-11-G024,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5874.1,2024,43,7,140,140,QFN,N244305M,10/26/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126406,NP30023P,F,2024-NPK-11-G024,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5875.1,2024,43,7,140,140,QFN,N244305N,10/26/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126393,NP30023P,F,2024-NPK-11-G024,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5876.1,2024,43,7,140,140,QFN,N244305O,10/26/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126394,NP30023P,F,2024-NPK-11-G033,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5877.1,2024,43,7,140,140,QFN,N244305P,10/26/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126397,NP30023P,F,2024-NPK-11-G024,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5878.1,2024,43,7,140,140,QFN,N244305Q,10/26/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126410,NP30023P,F,2024-NPK-11-G018,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5879.1,2024,43,7,140,140,QFN,N244305R,10/26/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126386,NP30023P,F,2024-NPK-11-G033,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5880.1,2024,43,7,140,140,QFN,N244305S,10/26/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126410,NP30023P,F,2024-NPK-11-G033,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5881.1,2024,44,1,140,140,QFN,N244305T,10/27/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126402,NP30023P,F,2024-NPK-11-G033,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5882.1,2024,44,1,140,140,QFN,N244305U,10/27/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126404,NP30023P,F,2024-NPK-11-G033,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5883.1,2024,44,1,140,140,QFN,N244305V,10/27/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3AB4,126399,NP30023P,F,2024-NPK-11-G034,FILM FRAME,N,8,1,16.90 X 20.90,
NPKPR5721.1,2024,42,7,140,140,QFN,N244204U,10/19/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3F96,101401,NP30059P,A,2024-NPK-10-G127,FILM FRAME,N,8,1,17.3 X 25.2,
NPKPR5722.1,2024,42,7,140,140,QFN,N244204V,10/19/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3F96,101402,NP30059P,A,2024-NPK-10-G133,FILM FRAME,N,8,1,17.3 X 25.2,
NPKPR5723.1,2024,42,7,140,140,QFN,N244204W,10/19/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3F96,101392,NP30059P,A,2024-NPK-10-G133,FILM FRAME,N,8,1,17.3 X 25.2,
NPKPR5724.1,2024,42,7,140,140,QFN,N244204X,10/19/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3F96,101377,NP30059P,A,2024-NPK-10-G133,FILM FRAME,N,8,1,17.3 X 25.2,
NPKPR5725.1,2024,42,7,140,140,QFN,N244204Y,10/19/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3F96,101386,NP30059P,A,2024-NPK-10-G133,FILM FRAME,N,8,1,17.3 X 25.2,
NPKPR5726.1,2024,42,7,140,140,QFN,N244204Z,10/19/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3F96,101385,NP30059P,A,2024-NPK-10-G133,FILM FRAME,N,8,1,17.3 X 25.2,
NPKPR5727.1,2024,42,7,140,140,QFN,N2442050,10/19/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3F96,101387,NP30059P,A,2024-NPK-10-G133,FILM FRAME,N,8,1,17.3 X 25.2,
NPKPR5728.1,2024,42,7,140,140,QFN,N2442051,10/19/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3F96,101392,NP30059P,A,2024-NPK-10-G135,FILM FRAME,N,8,1,17.3 X 25.2,
NPKPR5729.1,2024,42,7,140,140,QFN,N2442053,10/19/2024 19:00,B-A-T-P,P,NP3,2D-250E100B010D,PUSB3F96,101398,NP30059P,A,2024-NPK-10-G135,FILM FRAME,N,8,1,17.3 X 25.2,
